t, c	M(t), נאה	E(t), נאה	Theta(t), נאה	Vp, (ךל/ס)	Vr, (ךל/c)	V, (ךלc)	r (ךל)
362	0.408527	0.408732	0.408937	7.66576	0.00157059	7.66576	6786.29
363	0.409656	0.409861	0.410066	7.66576	0.00157469	7.66576	6786.29
364	0.410784	0.41099	0.411196	7.66576	0.00157878	7.66576	6786.29
365	0.411913	0.412119	0.412326	7.66576	0.00158287	7.66576	6786.29
366	0.413041	0.413248	0.413455	7.66576	0.00158695	7.66576	6786.29
367	0.41417	0.414377	0.414585	7.66575	0.00159104	7.66575	6786.3
368	0.415298	0.415506	0.415714	7.66575	0.00159512	7.66575	6786.3
369	0.416427	0.416635	0.416844	7.66575	0.0015992	7.66575	6786.3
370	0.417555	0.417764	0.417974	7.66575	0.00160328	7.66575	6786.3
371	0.418684	0.418893	0.419103	7.66575	0.00160736	7.66575	6786.3
372	0.419812	0.420022	0.420233	7.66575	0.00161143	7.66575	6786.3
373	0.420941	0.421152	0.421362	7.66574	0.0016155	7.66574	6786.31
374	0.422069	0.422281	0.422492	7.66574	0.00161957	7.66574	6786.31
375	0.423198	0.42341	0.423622	7.66574	0.00162364	7.66574	6786.31
376	0.424326	0.424539	0.424751	7.66574	0.00162771	7.66574	6786.31
377	0.425455	0.425668	0.425881	7.66574	0.00163177	7.66574	6786.31
378	0.426583	0.426797	0.42701	7.66573	0.00163583	7.66573	6786.31
379	0.427712	0.427926	0.42814	7.66573	0.00163989	7.66573	6786.32
380	0.428841	0.429055	0.429269	7.66573	0.00164395	7.66573	6786.32
381	0.429969	0.430184	0.430399	7.66573	0.00164801	7.66573	6786.32
382	0.431098	0.431313	0.431529	7.66573	0.00165206	7.66573	6786.32
383	0.432226	0.432442	0.432658	7.66573	0.00165611	7.66573	6786.32
384	0.433355	0.433571	0.433788	7.66572	0.00166016	7.66572	6786.32
385	0.434483	0.4347	0.434917	7.66572	0.00166421	7.66572	6786.33
386	0.435612	0.435829	0.436047	7.66572	0.00166826	7.66572	6786.33
387	0.43674	0.436958	0.437177	7.66572	0.0016723	7.66572	6786.33
388	0.437869	0.438087	0.438306	7.66572	0.00167634	7.66572	6786.33
389	0.438997	0.439216	0.439436	7.66571	0.00168038	7.66571	6786.33
390	0.440126	0.440346	0.440565	7.66571	0.00168442	7.66571	6786.33
391	0.441254	0.441475	0.441695	7.66571	0.00168845	7.66571	6786.34
392	0.442383	0.442604	0.442824	7.66571	0.00169248	7.66571	6786.34
393	0.443511	0.443733	0.443954	7.66571	0.00169651	7.66571	6786.34
394	0.44464	0.444862	0.445084	7.6657	0.00170054	7.6657	6786.34
395	0.445768	0.445991	0.446213	7.6657	0.00170457	7.6657	6786.34
396	0.446897	0.44712	0.447343	7.6657	0.00170859	7.6657	6786.34
397	0.448025	0.448249	0.448472	7.6657	0.00171261	7.6657	6786.35
398	0.449154	0.449378	0.449602	7.6657	0.00171663	7.6657	6786.35
399	0.450283	0.450507	0.450732	7.66569	0.00172065	7.66569	6786.35
400	0.451411	0.451636	0.451861	7.66569	0.00172466	7.66569	6786.35
401	0.45254	0.452765	0.452991	7.66569	0.00172868	7.66569	6786.35
402	0.453668	0.453894	0.45412	7.66569	0.00173269	7.66569	6786.35
403	0.454797	0.455023	0.45525	7.66569	0.0017367	7.66569	6786.36
404	0.455925	0.456152	0.456379	7.66568	0.0017407	7.66569	6786.36
405	0.457054	0.457281	0.457509	7.66568	0.00174471	7.66568	6786.36
406	0.458182	0.45841	0.458639	7.66568	0.00174871	7.66568	6786.36
407	0.459311	0.459539	0.459768	7.66568	0.00175271	7.66568	6786.36
408	0.460439	0.460668	0.460898	7.66568	0.0017567	7.66568	6786.36
409	0.461568	0.461797	0.462027	7.66568	0.0017607	7.66568	6786.37
410	0.462696	0.462927	0.463157	7.66567	0.00176469	7.66567	6786.37
411	0.463825	0.464056	0.464286	7.66567	0.00176868	7.66567	6786.37
412	0.464953	0.465185	0.465416	7.66567	0.00177267	7.66567	6786.37
413	0.466082	0.466314	0.466546	7.66567	0.00177666	7.66567	6786.37
414	0.46721	0.467443	0.467675	7.66567	0.00178064	7.66567	6786.38
415	0.468339	0.468572	0.468805	7.66566	0.00178462	7.66566	6786.38
416	0.469467	0.469701	0.469934	7.66566	0.0017886	7.66566	6786.38
417	0.470596	0.47083	0.471064	7.66566	0.00179258	7.66566	6786.38
418	0.471725	0.471959	0.472193	7.66566	0.00179655	7.66566	6786.38
419	0.472853	0.473088	0.473323	7.66565	0.00180052	7.66566	6786.38
420	0.473982	0.474217	0.474452	7.66565	0.00180449	7.66565	6786.39
421	0.47511	0.475346	0.475582	7.66565	0.00180846	7.66565	6786.39
422	0.476239	0.476475	0.476712	7.66565	0.00181243	7.66565	6786.39
423	0.477367	0.477604	0.477841	7.66565	0.00181639	7.66565	6786.39
424	0.478496	0.478733	0.478971	7.66564	0.00182035	7.66564	6786.39
425	0.479624	0.479862	0.4801	7.66564	0.00182431	7.66564	6786.4
426	0.480753	0.480991	0.48123	7.66564	0.00182826	7.66564	6786.4
427	0.481881	0.48212	0.482359	7.66564	0.00183222	7.66564	6786.4
428	0.48301	0.483249	0.483489	7.66564	0.00183617	7.66564	6786.4
429	0.484138	0.484378	0.484619	7.66563	0.00184012	7.66563	6786.4
430	0.485267	0.485507	0.485748	7.66563	0.00184407	7.66563	6786.4
431	0.486395	0.486636	0.486878	7.66563	0.00184801	7.66563	6786.41
432	0.487524	0.487766	0.488007	7.66563	0.00185195	7.66563	6786.41
433	0.488652	0.488895	0.489137	7.66563	0.00185589	7.66563	6786.41
434	0.489781	0.490024	0.490266	7.66562	0.00185983	7.66562	6786.41
435	0.49091	0.491153	0.491396	7.66562	0.00186376	7.66562	6786.41
436	0.492038	0.492282	0.492525	7.66562	0.0018677	7.66562	6786.42
437	0.493167	0.493411	0.493655	7.66562	0.00187163	7.66562	6786.42
438	0.494295	0.49454	0.494785	7.66562	0.00187555	7.66562	6786.42
439	0.495424	0.495669	0.495914	7.66561	0.00187948	7.66561	6786.42
440	0.496552	0.496798	0.497044	7.66561	0.0018834	7.66561	6786.42
441	0.497681	0.497927	0.498173	7.66561	0.00188732	7.66561	6786.42
442	0.498809	0.499056	0.499303	7.66561	0.00189124	7.66561	6786.43
443	0.499938	0.500185	0.500432	7.6656	0.00189516	7.66561	6786.43
444	0.501066	0.501314	0.501562	7.6656	0.00189907	7.6656	6786.43
445	0.502195	0.502443	0.502691	7.6656	0.00190298	7.6656	6786.43
446	0.503323	0.503572	0.503821	7.6656	0.00190689	7.6656	6786.43
447	0.504452	0.504701	0.50495	7.6656	0.00191079	7.6656	6786.44
448	0.50558	0.50583	0.50608	7.66559	0.0019147	7.66559	6786.44
449	0.506709	0.506959	0.50721	7.66559	0.0019186	7.66559	6786.44
450	0.507837	0.508088	0.508339	7.66559	0.0019225	7.66559	6786.44
451	0.508966	0.509217	0.509469	7.66559	0.00192639	7.66559	6786.44
452	0.510094	0.510346	0.510598	7.66559	0.00193029	7.66559	6786.45
453	0.511223	0.511475	0.511728	7.66558	0.00193418	7.66558	6786.45
454	0.512352	0.512604	0.512857	7.66558	0.00193807	7.66558	6786.45
455	0.51348	0.513733	0.513987	7.66558	0.00194195	7.66558	6786.45
456	0.514609	0.514862	0.515116	7.66558	0.00194584	7.66558	6786.45
457	0.515737	0.515991	0.516246	7.66557	0.00194972	7.66557	6786.46
458	0.516866	0.517121	0.517375	7.66557	0.0019536	7.66557	6786.46
459	0.517994	0.51825	0.518505	7.66557	0.00195747	7.66557	6786.46
460	0.519123	0.519379	0.519634	7.66557	0.00196135	7.66557	6786.46
461	0.520251	0.520508	0.520764	7.66557	0.00196522	7.66557	6786.46
462	0.52138	0.521637	0.521894	7.66556	0.00196909	7.66556	6786.47
463	0.522508	0.522766	0.523023	7.66556	0.00197295	7.66556	6786.47
464	0.523637	0.523895	0.524153	7.66556	0.00197682	7.66556	6786.47
465	0.524765	0.525024	0.525282	7.66556	0.00198068	7.66556	6786.47
466	0.525894	0.526153	0.526412	7.66555	0.00198454	7.66555	6786.47
467	0.527022	0.527282	0.527541	7.66555	0.00198839	7.66555	6786.48
468	0.528151	0.528411	0.528671	7.66555	0.00199225	7.66555	6786.48
469	0.529279	0.52954	0.5298	7.66555	0.0019961	7.66555	6786.48
470	0.530408	0.530669	0.53093	7.66555	0.00199995	7.66555	6786.48
471	0.531537	0.531798	0.532059	7.66554	0.00200379	7.66554	6786.48
472	0.532665	0.532927	0.533189	7.66554	0.00200764	7.66554	6786.49
473	0.533794	0.534056	0.534318	7.66554	0.00201148	7.66554	6786.49
474	0.534922	0.535185	0.535448	7.66554	0.00201532	7.66554	6786.49
475	0.536051	0.536314	0.536577	7.66553	0.00201915	7.66553	6786.49
476	0.537179	0.537443	0.537707	7.66553	0.00202299	7.66553	6786.49
477	0.538308	0.538572	0.538837	7.66553	0.00202682	7.66553	6786.5
478	0.539436	0.539701	0.539966	7.66553	0.00203064	7.66553	6786.5
479	0.540565	0.54083	0.541096	7.66552	0.00203447	7.66553	6786.5
480	0.541693	0.541959	0.542225	7.66552	0.00203829	7.66552	6786.5
481	0.542822	0.543088	0.543355	7.66552	0.00204211	7.66552	6786.5
482	0.54395	0.544217	0.544484	7.66552	0.00204593	7.66552	6786.51
483	0.545079	0.545346	0.545614	7.66552	0.00204974	7.66552	6786.51
484	0.546207	0.546475	0.546743	7.66551	0.00205356	7.66551	6786.51
485	0.547336	0.547604	0.547873	7.66551	0.00205737	7.66551	6786.51
486	0.548464	0.548733	0.549002	7.66551	0.00206117	7.66551	6786.51
487	0.549593	0.549862	0.550132	7.66551	0.00206498	7.66551	6786.52
488	0.550721	0.550991	0.551261	7.6655	0.00206878	7.6655	6786.52
489	0.55185	0.55212	0.552391	7.6655	0.00207258	7.6655	6786.52
490	0.552979	0.553249	0.55352	7.6655	0.00207638	7.6655	6786.52
491	0.554107	0.554378	0.55465	7.6655	0.00208017	7.6655	6786.52
492	0.555236	0.555507	0.555779	7.66549	0.00208396	7.6655	6786.53
493	0.556364	0.556636	0.556909	7.66549	0.00208775	7.66549	6786.53
494	0.557493	0.557766	0.558038	7.66549	0.00209154	7.66549	6786.53
495	0.558621	0.558895	0.559168	7.66549	0.00209532	7.66549	6786.53
496	0.55975	0.560024	0.560297	7.66549	0.0020991	7.66549	6786.53
497	0.560878	0.561153	0.561427	7.66548	0.00210288	7.66548	6786.54
498	0.562007	0.562282	0.562556	7.66548	0.00210665	7.66548	6786.54
499	0.563135	0.563411	0.563686	7.66548	0.00211043	7.66548	6786.54
500	0.564264	0.56454	0.564815	7.66548	0.0021142	7.66548	6786.54
501	0.565392	0.565669	0.565945	7.66547	0.00211796	7.66547	6786.55
502	0.566521	0.566798	0.567075	7.66547	0.00212173	7.66547	6786.55
503	0.567649	0.567927	0.568204	7.66547	0.00212549	7.66547	6786.55
504	0.568778	0.569056	0.569334	7.66547	0.00212925	7.66547	6786.55
505	0.569906	0.570185	0.570463	7.66546	0.002133	7.66546	6786.55
506	0.571035	0.571314	0.571593	7.66546	0.00213676	7.66546	6786.56
507	0.572164	0.572443	0.572722	7.66546	0.00214051	7.66546	6786.56
508	0.573292	0.573572	0.573852	7.66546	0.00214426	7.66546	6786.56
509	0.574421	0.574701	0.574981	7.66545	0.002148	7.66545	6786.56
510	0.575549	0.57583	0.576111	7.66545	0.00215174	7.66545	6786.56
511	0.576678	0.576959	0.57724	7.66545	0.00215548	7.66545	6786.57
512	0.577806	0.578088	0.57837	7.66545	0.00215922	7.66545	6786.57
513	0.578935	0.579217	0.579499	7.66544	0.00216296	7.66544	6786.57
514	0.580063	0.580346	0.580629	7.66544	0.00216669	7.66544	6786.57
515	0.581192	0.581475	0.581758	7.66544	0.00217042	7.66544	6786.58
516	0.58232	0.582604	0.582888	7.66544	0.00217414	7.66544	6786.58
517	0.583449	0.583733	0.584017	7.66543	0.00217787	7.66543	6786.58
518	0.584577	0.584862	0.585147	7.66543	0.00218159	7.66543	6786.58
519	0.585706	0.585991	0.586276	7.66543	0.0021853	7.66543	6786.58
520	0.586834	0.58712	0.587406	7.66543	0.00218902	7.66543	6786.59
521	0.587963	0.588249	0.588535	7.66542	0.00219273	7.66543	6786.59
522	0.589091	0.589378	0.589665	7.66542	0.00219644	7.66542	6786.59
523	0.59022	0.590507	0.590794	7.66542	0.00220015	7.66542	6786.59
524	0.591348	0.591636	0.591924	7.66542	0.00220385	7.66542	6786.59
525	0.592477	0.592765	0.593053	7.66541	0.00220755	7.66542	6786.6
526	0.593606	0.593894	0.594183	7.66541	0.00221125	7.66541	6786.6
527	0.594734	0.595023	0.595312	7.66541	0.00221494	7.66541	6786.6
528	0.595863	0.596152	0.596442	7.66541	0.00221864	7.66541	6786.6
529	0.596991	0.597281	0.597571	7.6654	0.00222233	7.66541	6786.61
530	0.59812	0.59841	0.598701	7.6654	0.00222601	7.6654	6786.61
531	0.599248	0.599539	0.59983	7.6654	0.0022297	7.6654	6786.61
532	0.600377	0.600668	0.600959	7.6654	0.00223338	7.6654	6786.61
533	0.601505	0.601797	0.602089	7.66539	0.00223706	7.6654	6786.61
534	0.602634	0.602926	0.603218	7.66539	0.00224073	7.66539	6786.62
535	0.603762	0.604055	0.604348	7.66539	0.0022444	7.66539	6786.62
536	0.604891	0.605184	0.605477	7.66539	0.00224807	7.66539	6786.62
537	0.606019	0.606313	0.606607	7.66538	0.00225174	7.66538	6786.62
538	0.607148	0.607442	0.607736	7.66538	0.0022554	7.66538	6786.63
539	0.608276	0.608571	0.608866	7.66538	0.00225907	7.66538	6786.63
540	0.609405	0.6097	0.609995	7.66538	0.00226272	7.66538	6786.63
541	0.610533	0.610829	0.611125	7.66537	0.00226638	7.66537	6786.63
542	0.611662	0.611958	0.612254	7.66537	0.00227003	7.66537	6786.64
543	0.612791	0.613087	0.613384	7.66537	0.00227368	7.66537	6786.64
544	0.613919	0.614216	0.614513	7.66537	0.00227733	7.66537	6786.64
545	0.615048	0.615345	0.615643	7.66536	0.00228097	7.66536	6786.64
546	0.616176	0.616474	0.616772	7.66536	0.00228461	7.66536	6786.64
547	0.617305	0.617603	0.617902	7.66536	0.00228825	7.66536	6786.65
548	0.618433	0.618732	0.619031	7.66536	0.00229188	7.66536	6786.65
549	0.619562	0.619861	0.620161	7.66535	0.00229552	7.66535	6786.65
550	0.62069	0.62099	0.62129	7.66535	0.00229915	7.66535	6786.65
551	0.621819	0.622119	0.62242	7.66535	0.00230277	7.66535	6786.66
552	0.622947	0.623248	0.623549	7.66535	0.00230639	7.66535	6786.66
553	0.624076	0.624377	0.624679	7.66534	0.00231002	7.66534	6786.66
554	0.625204	0.625506	0.625808	7.66534	0.00231363	7.66534	6786.66
555	0.626333	0.626635	0.626938	7.66534	0.00231725	7.66534	6786.66
556	0.627461	0.627764	0.628067	7.66534	0.00232086	7.66534	6786.67
557	0.62859	0.628893	0.629196	7.66533	0.00232447	7.66533	6786.67
558	0.629718	0.630022	0.630326	7.66533	0.00232807	7.66533	6786.67
559	0.630847	0.631151	0.631455	7.66533	0.00233167	7.66533	6786.67
560	0.631975	0.63228	0.632585	7.66532	0.00233527	7.66533	6786.68
561	0.633104	0.633409	0.633714	7.66532	0.00233887	7.66532	6786.68
562	0.634233	0.634538	0.634844	7.66532	0.00234246	7.66532	6786.68
563	0.635361	0.635667	0.635973	7.66532	0.00234605	7.66532	6786.68
564	0.63649	0.636796	0.637103	7.66531	0.00234964	7.66531	6786.69
565	0.637618	0.637925	0.638232	7.66531	0.00235323	7.66531	6786.69
566	0.638747	0.639054	0.639362	7.66531	0.00235681	7.66531	6786.69
567	0.639875	0.640183	0.640491	7.66531	0.00236039	7.66531	6786.69
568	0.641004	0.641312	0.641621	7.6653	0.00236396	7.6653	6786.7
569	0.642132	0.642441	0.64275	7.6653	0.00236753	7.6653	6786.7
570	0.643261	0.64357	0.643879	7.6653	0.0023711	7.6653	6786.7
571	0.644389	0.644699	0.645009	7.6653	0.00237467	7.6653	6786.7
572	0.645518	0.645828	0.646138	7.66529	0.00237823	7.66529	6786.7
573	0.646646	0.646957	0.647268	7.66529	0.00238179	7.66529	6786.71
574	0.647775	0.648086	0.648397	7.66529	0.00238535	7.66529	6786.71
575	0.648903	0.649215	0.649527	7.66528	0.00238891	7.66529	6786.71
576	0.650032	0.650344	0.650656	7.66528	0.00239246	7.66528	6786.71
577	0.65116	0.651473	0.651786	7.66528	0.002396	7.66528	6786.72
578	0.652289	0.652602	0.652915	7.66528	0.00239955	7.66528	6786.72
579	0.653418	0.653731	0.654045	7.66527	0.00240309	7.66527	6786.72
580	0.654546	0.65486	0.655174	7.66527	0.00240663	7.66527	6786.72
581	0.655675	0.655989	0.656303	7.66527	0.00241017	7.66527	6786.73
582	0.656803	0.657118	0.657433	7.66527	0.0024137	7.66527	6786.73
583	0.657932	0.658247	0.658562	7.66526	0.00241723	7.66526	6786.73
584	0.65906	0.659376	0.659692	7.66526	0.00242076	7.66526	6786.73
585	0.660189	0.660505	0.660821	7.66526	0.00242428	7.66526	6786.74
586	0.661317	0.661634	0.661951	7.66526	0.0024278	7.66526	6786.74
587	0.662446	0.662763	0.66308	7.66525	0.00243132	7.66525	6786.74
588	0.663574	0.663892	0.66421	7.66525	0.00243483	7.66525	6786.74
589	0.664703	0.665021	0.665339	7.66525	0.00243834	7.66525	6786.75
590	0.665831	0.66615	0.666468	7.66524	0.00244185	7.66524	6786.75
591	0.66696	0.667279	0.667598	7.66524	0.00244536	7.66524	6786.75
592	0.668088	0.668408	0.668727	7.66524	0.00244886	7.66524	6786.75
593	0.669217	0.669537	0.669857	7.66524	0.00245236	7.66524	6786.76
594	0.670345	0.670666	0.670986	7.66523	0.00245585	7.66523	6786.76
595	0.671474	0.671795	0.672116	7.66523	0.00245934	7.66523	6786.76
596	0.672602	0.672924	0.673245	7.66523	0.00246283	7.66523	6786.76
597	0.673731	0.674053	0.674375	7.66522	0.00246632	7.66523	6786.77
598	0.67486	0.675182	0.675504	7.66522	0.0024698	7.66522	6786.77
599	0.675988	0.676311	0.676633	7.66522	0.00247328	7.66522	6786.77
600	0.677117	0.67744	0.677763	7.66522	0.00247676	7.66522	6786.77
601	0.678245	0.678569	0.678892	7.66521	0.00248023	7.66521	6786.78
602	0.679374	0.679698	0.680022	7.66521	0.0024837	7.66521	6786.78
603	0.680502	0.680827	0.681151	7.66521	0.00248717	7.66521	6786.78
604	0.681631	0.681956	0.682281	7.66521	0.00249063	7.66521	6786.78
605	0.682759	0.683085	0.68341	7.6652	0.0024941	7.6652	6786.79
606	0.683888	0.684214	0.684539	7.6652	0.00249755	7.6652	6786.79
607	0.685016	0.685343	0.685669	7.6652	0.00250101	7.6652	6786.79
608	0.686145	0.686472	0.686798	7.66519	0.00250446	7.66519	6786.79
609	0.687273	0.687601	0.687928	7.66519	0.00250791	7.66519	6786.8
610	0.688402	0.688729	0.689057	7.66519	0.00251135	7.66519	6786.8
611	0.68953	0.689858	0.690187	7.66519	0.00251479	7.66519	6786.8
612	0.690659	0.690987	0.691316	7.66518	0.00251823	7.66518	6786.8
613	0.691787	0.692116	0.692445	7.66518	0.00252167	7.66518	6786.81
614	0.692916	0.693245	0.693575	7.66518	0.0025251	7.66518	6786.81
615	0.694044	0.694374	0.694704	7.66517	0.00252853	7.66517	6786.81
616	0.695173	0.695503	0.695834	7.66517	0.00253195	7.66517	6786.81
617	0.696302	0.696632	0.696963	7.66517	0.00253538	7.66517	6786.82
618	0.69743	0.697761	0.698093	7.66517	0.00253879	7.66517	6786.82
619	0.698559	0.69889	0.699222	7.66516	0.00254221	7.66516	6786.82
620	0.699687	0.700019	0.700351	7.66516	0.00254562	7.66516	6786.82
621	0.700816	0.701148	0.701481	7.66516	0.00254903	7.66516	6786.83
622	0.701944	0.702277	0.70261	7.66515	0.00255244	7.66515	6786.83
623	0.703073	0.703406	0.70374	7.66515	0.00255584	7.66515	6786.83
624	0.704201	0.704535	0.704869	7.66515	0.00255924	7.66515	6786.83
625	0.70533	0.705664	0.705998	7.66515	0.00256264	7.66515	6786.84
626	0.706458	0.706793	0.707128	7.66514	0.00256603	7.66514	6786.84
627	0.707587	0.707922	0.708257	7.66514	0.00256942	7.66514	6786.84
628	0.708715	0.709051	0.709387	7.66514	0.00257281	7.66514	6786.84
629	0.709844	0.71018	0.710516	7.66513	0.00257619	7.66513	6786.85
630	0.710972	0.711309	0.711646	7.66513	0.00257957	7.66513	6786.85
631	0.712101	0.712438	0.712775	7.66513	0.00258295	7.66513	6786.85
632	0.713229	0.713567	0.713904	7.66512	0.00258632	7.66513	6786.85
633	0.714358	0.714696	0.715034	7.66512	0.00258969	7.66512	6786.86
634	0.715487	0.715825	0.716163	7.66512	0.00259306	7.66512	6786.86
635	0.716615	0.716954	0.717293	7.66512	0.00259642	7.66512	6786.86
636	0.717744	0.718083	0.718422	7.66511	0.00259978	7.66511	6786.86
637	0.718872	0.719212	0.719551	7.66511	0.00260314	7.66511	6786.87
638	0.720001	0.720341	0.720681	7.66511	0.00260649	7.66511	6786.87
639	0.721129	0.72147	0.72181	7.6651	0.00260984	7.6651	6786.87
640	0.722258	0.722599	0.72294	7.6651	0.00261319	7.6651	6786.87
641	0.723386	0.723728	0.724069	7.6651	0.00261653	7.6651	6786.88
642	0.724515	0.724857	0.725198	7.6651	0.00261987	7.6651	6786.88
643	0.725643	0.725985	0.726328	7.66509	0.00262321	7.66509	6786.88
644	0.726772	0.727114	0.727457	7.66509	0.00262654	7.66509	6786.89
645	0.7279	0.728243	0.728587	7.66509	0.00262987	7.66509	6786.89
646	0.729029	0.729372	0.729716	7.66508	0.0026332	7.66508	6786.89
647	0.730157	0.730501	0.730845	7.66508	0.00263652	7.66508	6786.89
648	0.731286	0.73163	0.731975	7.66508	0.00263984	7.66508	6786.9
649	0.732414	0.732759	0.733104	7.66507	0.00264316	7.66507	6786.9
650	0.733543	0.733888	0.734234	7.66507	0.00264647	7.66507	6786.9
651	0.734671	0.735017	0.735363	7.66507	0.00264978	7.66507	6786.9
652	0.7358	0.736146	0.736492	7.66507	0.00265309	7.66507	6786.91
653	0.736929	0.737275	0.737622	7.66506	0.00265639	7.66506	6786.91
654	0.738057	0.738404	0.738751	7.66506	0.00265969	7.66506	6786.91
655	0.739186	0.739533	0.739881	7.66506	0.00266299	7.66506	6786.91
656	0.740314	0.740662	0.74101	7.66505	0.00266628	7.66505	6786.92
657	0.741443	0.741791	0.742139	7.66505	0.00266957	7.66505	6786.92
658	0.742571	0.74292	0.743269	7.66505	0.00267285	7.66505	6786.92
659	0.7437	0.744049	0.744398	7.66504	0.00267614	7.66504	6786.92
660	0.744828	0.745178	0.745527	7.66504	0.00267942	7.66504	6786.93
661	0.745957	0.746307	0.746657	7.66504	0.00268269	7.66504	6786.93
662	0.747085	0.747436	0.747786	7.66504	0.00268596	7.66504	6786.93
663	0.748214	0.748565	0.748916	7.66503	0.00268923	7.66503	6786.94
664	0.749342	0.749694	0.750045	7.66503	0.0026925	7.66503	6786.94
665	0.750471	0.750823	0.751174	7.66503	0.00269576	7.66503	6786.94
666	0.751599	0.751952	0.752304	7.66502	0.00269902	7.66502	6786.94
667	0.752728	0.75308	0.753433	7.66502	0.00270227	7.66502	6786.95
668	0.753856	0.754209	0.754562	7.66502	0.00270553	7.66502	6786.95
669	0.754985	0.755338	0.755692	7.66501	0.00270878	7.66501	6786.95
670	0.756114	0.756467	0.756821	7.66501	0.00271202	7.66501	6786.95
671	0.757242	0.757596	0.757951	7.66501	0.00271526	7.66501	6786.96
672	0.758371	0.758725	0.75908	7.665	0.0027185	7.66501	6786.96
673	0.759499	0.759854	0.760209	7.665	0.00272173	7.665	6786.96
674	0.760628	0.760983	0.761339	7.665	0.00272496	7.665	6786.97
675	0.761756	0.762112	0.762468	7.665	0.00272819	7.665	6786.97
676	0.762885	0.763241	0.763597	7.66499	0.00273142	7.66499	6786.97
677	0.764013	0.76437	0.764727	7.66499	0.00273464	7.66499	6786.97
678	0.765142	0.765499	0.765856	7.66499	0.00273785	7.66499	6786.98
679	0.76627	0.766628	0.766986	7.66498	0.00274107	7.66498	6786.98
680	0.767399	0.767757	0.768115	7.66498	0.00274428	7.66498	6786.98
681	0.768527	0.768886	0.769244	7.66498	0.00274748	7.66498	6786.98
682	0.769656	0.770015	0.770374	7.66497	0.00275069	7.66497	6786.99
683	0.770784	0.771144	0.771503	7.66497	0.00275389	7.66497	6786.99
684	0.771913	0.772273	0.772632	7.66497	0.00275708	7.66497	6786.99
